世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-08-04 00:24,Ns,KU_3xJ72NY-,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-08-04 01:03,夏乏、,KU_upUQhYf1,箱子,树果酱,treegrowthsolution,-20
萌新天堂,2023-08-04 01:03,夏乏、,KU_upUQhYf1,箱子,树果酱,treegrowthsolution,-20
萌新天堂,2023-08-04 01:03,夏乏、,KU_upUQhYf1,箱子,树果酱,treegrowthsolution,-10
萌新天堂,2023-08-04 01:03,夏乏、,KU_upUQhYf1,箱子,树果酱,treegrowthsolution,-20
萌新天堂,2023-08-04 01:09,蓝天,KU_c1gvcQje,箱子,骨头碎片,boneshard,2
萌新天堂,2023-08-04 01:09,蓝天,KU_c1gvcQje,箱子,骨头碎片,boneshard,-2
萌新天堂,2023-08-04 06:02,NATSmith,KU_dhY0racv,菌伞灯,启迪碎片,alterguardianhatshard,-1
萌新天堂,2023-08-04 15:19,夏乏、,KU_upUQhYf1,箱子,树果酱,treegrowthsolution,-10
萌新天堂,2023-08-04 15:20,明月清风,KU_bljb6DuM,箱子,剃刀,razor,-1
萌新天堂,2023-08-04 15:22,明月清风,KU_bljb6DuM,箱子,剃刀,razor,1
萌新天堂,2023-08-04 15:22,巫医,KU_kWql5FU4,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-08-04 15:23,明月清风,KU_bljb6DuM,箱子,木板,boards,-7
萌新天堂,2023-08-04 15:23,明月清风,KU_bljb6DuM,箱子,木板,boards,5
萌新天堂,2023-08-04 15:54,夏乏、,KU_upUQhYf1,箱子,树果酱,treegrowthsolution,4
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-08-04 16:24,114岁，是514体人,KU_dKNQI4Da,龙鳞宝箱,腐烂物,spoiled_food,-40
