世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,月岩雕像,moonrockidol,1
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,月岩雕像,moonrockidol,1
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,月岩雕像,moonrockidol,1
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,宝石哑铃,dumbbell_gem,1
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,高礼帽,tophat,1
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,高礼帽,tophat,-1
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,骨头碎片,boneshard,2
萌新天堂,2023-07-19 03:49,星澜,KU_tvX4yXh_,龙鳞宝箱,骨头碎片,boneshard,-2
萌新天堂,2023-07-19 03:50,星澜,KU_tvX4yXh_,龙鳞宝箱,高礼帽,tophat,1
萌新天堂,2023-07-19 03:51,星澜,KU_tvX4yXh_,龙鳞宝箱,蜂王冠,hivehat,1
萌新天堂,2023-07-19 03:51,星澜,KU_tvX4yXh_,龙鳞宝箱,铥矿皇冠,ruinshat,1
萌新天堂,2023-07-19 12:57,秋枫,KU_upUQhdjv,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-19 12:57,秋枫,KU_upUQhdjv,冰箱,暖石,heatrock,1
萌新天堂,2023-07-19 12:58,秋枫,KU_upUQhdjv,箱子,月岩,moonrocknugget,-40
萌新天堂,2023-07-19 12:58,秋枫,KU_upUQhdjv,箱子,硝石,nitre,-2
萌新天堂,2023-07-19 12:59,秋枫,KU_upUQhdjv,箱子,石砖,cutstone,2
萌新天堂,2023-07-19 12:59,秋枫,KU_upUQhdjv,箱子,石砖,cutstone,-1
萌新天堂,2023-07-19 13:02,秋枫,KU_upUQhdjv,箱子,莎草纸,papyrus,1
萌新天堂,2023-07-19 13:03,秋枫,KU_upUQhdjv,箱子,绿宝石,greengem,1
萌新天堂,2023-07-19 13:04,秋枫,KU_upUQhdjv,箱子,木炭,charcoal,-1
萌新天堂,2023-07-19 13:04,秋枫,KU_upUQhdjv,箱子,绿宝石,greengem,-1
萌新天堂,2023-07-19 13:08,秋枫,KU_upUQhdjv,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-19 13:20,秋枫,KU_upUQhdjv,箱子,木板,boards,-10
萌新天堂,2023-07-19 14:28,110,KU_UY4gAXLX,龙鳞宝箱,月岩雕像,moonrockidol,-1
萌新天堂,2023-07-19 14:45,秋枫,KU_upUQhdjv,龙鳞宝箱,月岩雕像,moonrockidol,-1
萌新天堂,2023-07-19 14:50,秋枫,KU_upUQhdjv,箱子,采下的草,cutgrass,14
萌新天堂,2023-07-19 14:51,秋枫,KU_upUQhdjv,箱子,金块,goldnugget,-16
萌新天堂,2023-07-19 14:51,秋枫,KU_upUQhdjv,箱子,金块,goldnugget,2
萌新天堂,2023-07-19 14:53,秋枫,KU_upUQhdjv,箱子,金块,goldnugget,-20
萌新天堂,2023-07-19 14:53,秋枫,KU_upUQhdjv,箱子,木板,boards,-1
萌新天堂,2023-07-19 14:58,秋枫,KU_upUQhdjv,箱子,木头,log,-6
萌新天堂,2023-07-19 14:58,秋枫,KU_upUQhdjv,箱子,木头,log,1
萌新天堂,2023-07-19 15:00,秋枫,KU_upUQhdjv,箱子,采下的草,cutgrass,-40
萌新天堂,2023-07-19 15:04,秋枫,KU_upUQhdjv,箱子,骨头头盔,skeletonhat,-1
萌新天堂,2023-07-19 15:11,秋枫,KU_upUQhdjv,箱子,金块,goldnugget,-1
萌新天堂,2023-07-19 15:11,秋枫,KU_upUQhdjv,箱子,石砖,cutstone,2
萌新天堂,2023-07-19 15:11,秋枫,KU_upUQhdjv,箱子,电子元件,transistor,1
萌新天堂,2023-07-19 15:12,秋枫,KU_upUQhdjv,箱子,绳子,rope,-1
萌新天堂,2023-07-19 15:12,秋枫,KU_upUQhdjv,箱子,硝石,nitre,1
萌新天堂,2023-07-19 15:16,秋枫,KU_upUQhdjv,箱子,腐烂物,spoiled_food,-13
萌新天堂,2023-07-19 15:16,秋枫,KU_upUQhdjv,箱子,腐烂物,spoiled_food,12
萌新天堂,2023-07-19 15:35,饱荒,KU_wu3hpd_i,龙鳞宝箱,树枝,twigs,-40
萌新天堂,2023-07-19 15:35,饱荒,KU_wu3hpd_i,龙鳞宝箱,树枝,twigs,15
萌新天堂,2023-07-19 15:53,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,27
萌新天堂,2023-07-19 15:53,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,-22
萌新天堂,2023-07-19 15:54,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,19
萌新天堂,2023-07-19 15:54,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,-27
萌新天堂,2023-07-19 15:54,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,23
萌新天堂,2023-07-19 15:54,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,肉丸,meatballs,1
萌新天堂,2023-07-19 16:00,阿飞瑜伽会所afei,KU_WRv6AaCx,龙鳞宝箱,石果,rock_avocado_fruit,24
萌新天堂,2023-07-19 16:00,阿飞瑜伽会所afei,KU_WRv6AaCx,龙鳞宝箱,石果,rock_avocado_fruit,40
萌新天堂,2023-07-19 16:12,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,肉丸,meatballs,-1
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,盐盒,怪物肉,monstermeat,17
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,盐盒,蛙腿,froglegs,13
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,-23
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,20
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,-19
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,18
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,-20
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,小风干肉,smallmeat_dried,18
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,-18
萌新天堂,2023-07-19 16:13,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,16
萌新天堂,2023-07-19 16:14,明月清风,KU_bljb6DuM,龙鳞宝箱,月岩雕像,moonrockidol,1
萌新天堂,2023-07-19 16:14,明月清风,KU_bljb6DuM,箱子,采下的草,cutgrass,15
萌新天堂,2023-07-19 16:14,明月清风,KU_bljb6DuM,箱子,树枝,twigs,23
萌新天堂,2023-07-19 16:14,明月清风,KU_bljb6DuM,箱子,燧石,flint,12
萌新天堂,2023-07-19 16:14,明月清风,KU_bljb6DuM,箱子,韦伯口哨,spider_whistle,1
萌新天堂,2023-07-19 16:35,阿飞瑜伽会所afei,KU_WRv6AaCx,盐盒,肉,meat,2
