世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-07-31 02:16,苍穹是个非酋,KU_L1Mfm--X,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-07-31 02:17,苍穹是个非酋,KU_L1Mfm--X,箱子,空浇水壶,wateringcan,-1
萌新天堂,2023-07-31 02:17,苍穹是个非酋,KU_L1Mfm--X,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-31 02:23,苍穹是个非酋,KU_L1Mfm--X,龙鳞宝箱,锤子,hammer,-1
萌新天堂,2023-07-31 02:23,苍穹是个非酋,KU_L1Mfm--X,龙鳞宝箱,锤子,hammer,1
萌新天堂,2023-07-31 10:06,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,1
萌新天堂,2023-07-31 10:06,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-31 10:07,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,1
萌新天堂,2023-07-31 10:08,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-31 10:10,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,1
萌新天堂,2023-07-31 10:10,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-31 10:12,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,1
萌新天堂,2023-07-31 10:13,KMN,KU_XjTVYMnM,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-31 10:18,KMN,KU_XjTVYMnM,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-07-31 10:18,KMN,KU_XjTVYMnM,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-07-31 10:19,rgmlwbu3,KU_DqmhRNgP,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-07-31 10:37,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,硝石,nitre,-37
萌新天堂,2023-07-31 10:37,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,蜘蛛腺,spidergland,-20
萌新天堂,2023-07-31 10:38,rgmlwbu3,KU_DqmhRNgP,箱子,石果,rock_avocado_fruit,-40
萌新天堂,2023-07-31 10:38,rgmlwbu3,KU_DqmhRNgP,箱子,石果,rock_avocado_fruit,40
萌新天堂,2023-07-31 10:40,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,金块,goldnugget,-20
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,冰箱,腐烂物,spoiled_food,-2
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,箱子,腐烂物,spoiled_food,-19
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,腐烂物,spoiled_food,-40
萌新天堂,2023-07-31 10:50,KMN,KU_XjTVYMnM,箱子,腐烂物,spoiled_food,-1
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,腐烂物,spoiled_food,-39
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,腐烂物,spoiled_food,19
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,锤子,hammer,-1
萌新天堂,2023-07-31 10:50,rgmlwbu3,KU_DqmhRNgP,龙鳞宝箱,锤子,hammer,1
萌新天堂,2023-07-31 11:34,机械师,KU_NKC-qta7,箱子,海象牙,walrus_tusk,1
萌新天堂,2023-07-31 12:31,明月清风,KU_bljb6DuM,冰箱,蓝带鱼排,frogfishbowl,2
萌新天堂,2023-07-31 12:45,明月清风,KU_bljb6DuM,冰箱,蓝带鱼排,frogfishbowl,-1
萌新天堂,2023-07-31 12:48,明月清风,KU_bljb6DuM,冰箱,蓝带鱼排,frogfishbowl,4
萌新天堂,2023-07-31 12:55,明月清风,KU_bljb6DuM,冰箱,辣伏特羊肉冻,voltgoatjelly_spice_chili,2
萌新天堂,2023-07-31 13:03,明月清风,KU_bljb6DuM,冰箱,辣伏特羊肉冻,voltgoatjelly_spice_chili,-1
萌新天堂,2023-07-31 13:03,明月清风,KU_bljb6DuM,冰箱,蓝带鱼排,frogfishbowl,-3
萌新天堂,2023-07-31 15:14,Alright,KU_Wwg8fwRx,龙鳞宝箱,铥矿甲,armorruins,-1
萌新天堂,2023-07-31 15:21,Alright,KU_Wwg8fwRx,箱子,蓝宝石,bluegem,-1
萌新天堂,2023-07-31 15:23,Alright,KU_Wwg8fwRx,箱子,树枝,twigs,6
萌新天堂,2023-07-31 15:23,Alright,KU_Wwg8fwRx,箱子,采下的草,cutgrass,10
萌新天堂,2023-07-31 15:23,Alright,KU_Wwg8fwRx,箱子,树枝,twigs,-6
萌新天堂,2023-07-31 15:25,Alright,KU_Wwg8fwRx,箱子,蓝宝石,bluegem,1
萌新天堂,2023-07-31 17:02,杀猪血滋眼了！,KU_dKNQI4h_,箱子,燧石,flint,-27
萌新天堂,2023-07-31 17:02,杀猪血滋眼了！,KU_dKNQI4h_,箱子,燧石,flint,27
萌新天堂,2023-07-31 17:12,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,28
萌新天堂,2023-07-31 17:12,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,种子,seeds,4
萌新天堂,2023-07-31 17:15,杀猪血滋眼了！,KU_dKNQI4h_,箱子,石果,rock_avocado_fruit,3
萌新天堂,2023-07-31 17:15,杀猪血滋眼了！,KU_dKNQI4h_,箱子,红色羽毛,feather_robin,1
萌新天堂,2023-07-31 17:15,杀猪血滋眼了！,KU_dKNQI4h_,箱子,黑色羽毛,feather_crow,2
萌新天堂,2023-07-31 17:15,杀猪血滋眼了！,KU_dKNQI4h_,箱子,食人花种子,lureplantbulb,1
萌新天堂,2023-07-31 17:15,杀猪血滋眼了！,KU_dKNQI4h_,箱子,硝石,nitre,6
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,-28
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,27
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,-27
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,26
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,-26
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,25
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,浆果,berries,1
萌新天堂,2023-07-31 17:30,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,浆果,berries,-1
萌新天堂,2023-07-31 17:32,杀猪血滋眼了！,KU_dKNQI4h_,龙鳞宝箱,腐烂物,spoiled_food,-19
萌新天堂,2023-07-31 17:32,杀猪血滋眼了！,KU_dKNQI4h_,龙鳞宝箱,腐烂物,spoiled_food,8
萌新天堂,2023-07-31 17:33,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,-25
萌新天堂,2023-07-31 17:33,杀猪血滋眼了！,KU_dKNQI4h_,冰箱,冰,ice,24
