世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-06-09 00:02,头头,KU_AmxQ_Oen,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-09 00:02,头头,KU_AmxQ_Oen,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-09 00:02,头头,KU_AmxQ_Oen,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-09 00:02,头头,KU_AmxQ_Oen,菌伞灯,启迪碎片,alterguardianhatshard,-1
萌新天堂,2023-06-09 09:00,伊吹风子,KU__CRUc70o,箱子,蜘蛛丝,silk,36
萌新天堂,2023-06-09 09:00,伊吹风子,KU__CRUc70o,箱子,骨头碎片,boneshard,2
萌新天堂,2023-06-09 09:03,伊吹风子,KU__CRUc70o,箱子,黄金园艺锄,golden_farm_hoe,-1
萌新天堂,2023-06-09 09:03,伊吹风子,KU__CRUc70o,箱子,步行手杖,cane,1
萌新天堂,2023-06-09 09:03,伊吹风子,KU__CRUc70o,箱子,步行手杖,cane,-1
萌新天堂,2023-06-09 09:03,伊吹风子,KU__CRUc70o,箱子,步行手杖,cane,1
萌新天堂,2023-06-09 09:06,伊吹风子,KU__CRUc70o,箱子,黄金园艺锄,golden_farm_hoe,-1
萌新天堂,2023-06-09 09:06,伊吹风子,KU__CRUc70o,箱子,黄金园艺锄,golden_farm_hoe,-1
萌新天堂,2023-06-09 09:07,伊吹风子,KU__CRUc70o,箱子,步行手杖,cane,-1
萌新天堂,2023-06-09 09:12,伊吹风子,KU__CRUc70o,箱子,燧石,flint,-3
萌新天堂,2023-06-09 09:12,伊吹风子,KU__CRUc70o,箱子,燧石,flint,1
萌新天堂,2023-06-09 09:16,伊吹风子,KU__CRUc70o,箱子,骨头碎片,boneshard,-2
萌新天堂,2023-06-09 09:24,伊吹风子,KU__CRUc70o,箱子,干草叉,pitchfork,1
萌新天堂,2023-06-09 09:24,伊吹风子,KU__CRUc70o,箱子,干草叉,pitchfork,-1
萌新天堂,2023-06-09 09:24,伊吹风子,KU__CRUc70o,冰箱,种子,seeds,1
萌新天堂,2023-06-09 09:26,伊吹风子,KU__CRUc70o,箱子,石头,rocks,-6
萌新天堂,2023-06-09 09:26,伊吹风子,KU__CRUc70o,箱子,腐烂物,spoiled_food,-2
萌新天堂,2023-06-09 09:26,伊吹风子,KU__CRUc70o,箱子,腐烂物,spoiled_food,1
萌新天堂,2023-06-09 09:27,伊吹风子,KU__CRUc70o,箱子,蜂刺,stinger,1
萌新天堂,2023-06-09 09:29,伊吹风子,KU__CRUc70o,冰箱,种子,seeds,-2
萌新天堂,2023-06-09 09:31,伊吹风子,KU__CRUc70o,冰箱,带刺的种子,tomato_seeds,40
萌新天堂,2023-06-09 09:31,伊吹风子,KU__CRUc70o,冰箱,带刺的种子,tomato_seeds,6
萌新天堂,2023-06-09 09:32,伊吹风子,KU__CRUc70o,冰箱,球茎状种子,dragonfruit_seeds,24
萌新天堂,2023-06-09 09:37,伊吹风子,KU__CRUc70o,冰箱,种子,seeds,2
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,箱子,空鸟嘴壶,premiumwateringcan,1
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,冰箱,鸟腿,drumstick,1
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,冰箱,蛙腿,froglegs,2
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,冰箱,肉,meat,1
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,冰箱,肉,meat,-1
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,冰箱,鸟腿,drumstick,-1
萌新天堂,2023-06-09 09:38,伊吹风子,KU__CRUc70o,冰箱,蛙腿,froglegs,-2
萌新天堂,2023-06-09 09:42,伊吹风子,KU__CRUc70o,箱子,耕作先驱帽,plantregistryhat,1
萌新天堂,2023-06-09 09:42,伊吹风子,KU__CRUc70o,箱子,独奏乐器,onemanband,1
萌新天堂,2023-06-09 09:46,伊吹风子,KU__CRUc70o,箱子,耕作先驱帽,plantregistryhat,-1
萌新天堂,2023-06-09 09:47,伊吹风子,KU__CRUc70o,冰箱,玉米,corn,1
萌新天堂,2023-06-09 09:47,伊吹风子,KU__CRUc70o,冰箱,土豆,potato,2
