世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-06-27 00:02,1550748834,KU__fCpKq-z,冰箱,甜蜜汁火腿,honeyham_spice_sugar,-4
萌新天堂,2023-06-27 00:02,1550748834,KU__fCpKq-z,冰箱,甜蜜汁火腿,honeyham_spice_sugar,3
萌新天堂,2023-06-27 00:02,1550748834,KU__fCpKq-z,冰箱,小鱼块,fishmeat_small,-1
萌新天堂,2023-06-27 00:04,夏乏、,KU_upUQhYf1,冰箱,蛙腿,froglegs,7
萌新天堂,2023-06-27 00:05,1550748834,KU__fCpKq-z,冰箱,甜蜜汁火腿,honeyham_spice_sugar,-2
萌新天堂,2023-06-27 00:06,1550748834,KU__fCpKq-z,冰箱,鱼肉玉米卷,fishtacos,-1
萌新天堂,2023-06-27 00:06,1550748834,KU__fCpKq-z,冰箱,鱼肉玉米卷,fishtacos,1
萌新天堂,2023-06-27 00:06,1550748834,KU__fCpKq-z,冰箱,鱼肉玉米卷,fishtacos,-1
萌新天堂,2023-06-27 00:07,夏乏、,KU_upUQhYf1,箱子,树枝,twigs,40
萌新天堂,2023-06-27 00:07,夏乏、,KU_upUQhYf1,箱子,树枝,twigs,-40
萌新天堂,2023-06-27 00:07,夏乏、,KU_upUQhYf1,箱子,树枝,twigs,40
萌新天堂,2023-06-27 00:07,夏乏、,KU_upUQhYf1,箱子,树枝,twigs,4
萌新天堂,2023-06-27 00:07,夏乏、,KU_upUQhYf1,箱子,粪肥,poop,1
萌新天堂,2023-06-27 00:10,蓝天,KU_c1gvcQje,菌伞灯,圣诞灯,winter_ornament_light1,1
萌新天堂,2023-06-27 00:10,蓝天,KU_c1gvcQje,菌伞灯,圣诞灯,winter_ornament_light2,1
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,猫尾,coontail,-1
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,燧石,flint,-3
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,石头,rocks,-21
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,硝石,nitre,-4
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,采下的草,cutgrass,40
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,石头,rocks,21
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,燧石,flint,3
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,月岩,moonrocknugget,-3
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,石果,rock_avocado_fruit,-2
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,采下的芦苇,cutreeds,-11
萌新天堂,2023-06-27 00:10,栗子,KU_qE7e81tw,箱子,粪肥,poop,-1
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,月岩,moonrocknugget,3
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,硝石,nitre,4
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,树枝,twigs,-4
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,树枝,twigs,-40
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,树枝,twigs,40
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,树枝,twigs,4
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,种子,seeds,-7
萌新天堂,2023-06-27 00:11,栗子,KU_qE7e81tw,箱子,{item}草图,sketch,-1
