世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-06-21 00:15,宠于温柔,KU_Qvt-jKgW,箱子,黑色羽毛,feather_crow,1
萌新天堂,2023-06-21 00:57,sayonara1126,KU_To5PnzW_,箱子,独奏乐器,onemanband,-1
萌新天堂,2023-06-21 00:57,sayonara1126,KU_To5PnzW_,箱子,独奏乐器,onemanband,1
萌新天堂,2023-06-21 01:00,sayonara1126,KU_To5PnzW_,冰箱,暖石,heatrock,-1
萌新天堂,2023-06-21 01:01,sayonara1126,KU_To5PnzW_,箱子,耕作先驱帽,plantregistryhat,-1
萌新天堂,2023-06-21 01:02,sayonara1126,KU_To5PnzW_,箱子,耕作先驱帽,plantregistryhat,1
萌新天堂,2023-06-21 01:08,sayonara1126,KU_To5PnzW_,龙鳞宝箱,雨伞,umbrella,-1
萌新天堂,2023-06-21 01:42,栗子,KU_qE7e81tw,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-21 01:42,栗子,KU_qE7e81tw,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-21 01:43,栗子,KU_qE7e81tw,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-21 01:47,糖诗三摆手,KU_q87X4GlX,冰箱,种子,seeds,40
萌新天堂,2023-06-21 01:48,糖诗三摆手,KU_q87X4GlX,冰箱,种子,seeds,8
萌新天堂,2023-06-21 01:57,糖诗三摆手,KU_q87X4GlX,冰箱,种子,seeds,-40
萌新天堂,2023-06-21 01:57,糖诗三摆手,KU_q87X4GlX,冰箱,种子,seeds,-9
萌新天堂,2023-06-21 02:01,sayonara1126,KU_To5PnzW_,冰箱,培根煎蛋,baconeggs,4
萌新天堂,2023-06-21 02:01,sayonara1126,KU_To5PnzW_,冰箱,肉干,meat_dried,14
萌新天堂,2023-06-21 02:01,sayonara1126,KU_To5PnzW_,冰箱,肉干,meat_dried,20
萌新天堂,2023-06-21 02:03,小逸君,KU_IfaIfvQz,冰箱,乳白物,milkywhites,3
萌新天堂,2023-06-21 02:03,小逸君,KU_IfaIfvQz,冰箱,怪物肉,monstermeat,3
