世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-07-30 04:10,沫小白,KU_Cps0vpxX,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-07-30 06:43,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 06:50,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 06:50,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 06:50,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 06:52,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 06:52,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 06:53,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 06:59,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 06:59,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 06:59,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 07:11,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 07:11,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 07:17,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 07:17,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
萌新天堂,2023-07-30 07:19,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
萌新天堂,2023-07-30 07:19,不是残心呀,KU_vCuBSrDs,冰箱,腐烂物,spoiled_food,-40
萌新天堂,2023-07-30 07:19,不是残心呀,KU_vCuBSrDs,冰箱,腐烂物,spoiled_food,-40
萌新天堂,2023-07-30 07:19,不是残心呀,KU_vCuBSrDs,冰箱,腐烂物,spoiled_food,-40
萌新天堂,2023-07-30 07:19,不是残心呀,KU_vCuBSrDs,冰箱,腐烂物,spoiled_food,-40
