世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:53,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 10:54,Ns,KU_3xJ72NY-,箱子,空鸟嘴壶,premiumwateringcan,1
萌新天堂,2023-07-15 11:08,明月清风,KU_bljb6DuM,冰箱,腐烂物,spoiled_food,-11
萌新天堂,2023-07-15 11:08,明月清风,KU_bljb6DuM,冰箱,腐烂物,spoiled_food,7
萌新天堂,2023-07-15 11:46,Ns,KU_3xJ72NY-,箱子,亮茄锄铲,shovel_lunarplant,-1
萌新天堂,2023-07-15 11:49,Ns,KU_3xJ72NY-,箱子,独奏乐器,onemanband,-1
萌新天堂,2023-07-15 12:02,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:02,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:02,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:02,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:02,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,-1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,-1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,-1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:06,Ns,KU_3xJ72NY-,箱子,耕地机,farm_plow_item,1
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,干草叉,pitchfork,-1
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,干草叉,pitchfork,1
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,木板,boards,-2
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,木板,boards,1
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,木头,log,2
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,松果,pinecone,1
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,亮茄锄铲,shovel_lunarplant,1
萌新天堂,2023-07-15 12:07,Ns,KU_3xJ72NY-,箱子,桦栗果,acorn,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,松果,pinecone,-1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,桦栗果,acorn,-1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,木头,log,-2
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:09,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,1
萌新天堂,2023-07-15 12:10,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,-1
萌新天堂,2023-07-15 12:14,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,-1
萌新天堂,2023-07-15 12:15,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,-1
萌新天堂,2023-07-15 12:37,Ns,KU_3xJ72NY-,箱子,亮茄锄铲,shovel_lunarplant,-1
萌新天堂,2023-07-15 12:38,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,-1
萌新天堂,2023-07-15 12:38,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,-1
萌新天堂,2023-07-15 12:38,Ns,KU_3xJ72NY-,箱子,亮茄锄铲,shovel_lunarplant,1
萌新天堂,2023-07-15 13:04,QuQ,KU_pGN8ReCW,冰箱,暖石,heatrock,1
萌新天堂,2023-07-15 13:06,QuQ,KU_pGN8ReCW,箱子,空鸟嘴壶,premiumwateringcan,-1
萌新天堂,2023-07-15 13:07,QuQ,KU_pGN8ReCW,龙鳞宝箱,燧石,flint,-13
萌新天堂,2023-07-15 13:07,QuQ,KU_pGN8ReCW,龙鳞宝箱,木头,log,10
萌新天堂,2023-07-15 13:07,QuQ,KU_pGN8ReCW,龙鳞宝箱,木头,log,20
萌新天堂,2023-07-15 13:07,QuQ,KU_pGN8ReCW,龙鳞宝箱,硝石,nitre,19
萌新天堂,2023-07-15 13:08,QuQ,KU_pGN8ReCW,龙鳞宝箱,树枝,twigs,34
萌新天堂,2023-07-15 13:10,QuQ,KU_pGN8ReCW,箱子,空鸟嘴壶,premiumwateringcan,1
萌新天堂,2023-07-15 13:27,墨染青衣卒,KU_tvX4x3-y,龙鳞宝箱,针线包,sewing_kit,-1
萌新天堂,2023-07-15 13:28,oumar,KU_nxw0IVQw,龙鳞宝箱,木板,boards,-4
萌新天堂,2023-07-15 13:28,QuQ,KU_pGN8ReCW,冰箱,多汁浆果,berries_juicy,1
萌新天堂,2023-07-15 13:28,QuQ,KU_pGN8ReCW,冰箱,冰,ice,2
萌新天堂,2023-07-15 13:29,oumar,KU_nxw0IVQw,龙鳞宝箱,木头,log,-20
萌新天堂,2023-07-15 13:29,oumar,KU_nxw0IVQw,龙鳞宝箱,燧石,flint,-40
萌新天堂,2023-07-15 13:29,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,-1
萌新天堂,2023-07-15 13:37,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,-1
萌新天堂,2023-07-15 13:39,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,-1
萌新天堂,2023-07-15 13:40,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 13:40,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 13:40,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 13:40,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,1
萌新天堂,2023-07-15 13:50,Ns,KU_3xJ72NY-,箱子,独奏乐器,onemanband,-1
萌新天堂,2023-07-15 14:00,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,-1
萌新天堂,2023-07-15 14:00,Ns,KU_3xJ72NY-,箱子,天气风向标,staff_tornado,-1
萌新天堂,2023-07-15 14:02,QuQ,KU_pGN8ReCW,冰箱,怪物千层饼,monsterlasagna,2
萌新天堂,2023-07-15 14:03,QuQ,KU_pGN8ReCW,龙鳞宝箱,麋鹿鹅羽毛,goose_feather,10
萌新天堂,2023-07-15 14:03,QuQ,KU_pGN8ReCW,龙鳞宝箱,树枝,twigs,8
萌新天堂,2023-07-15 14:04,夏乏、,KU_upUQhYf1,冰箱,怪物千层饼,monsterlasagna,-2
萌新天堂,2023-07-15 14:10,QuQ,KU_pGN8ReCW,冰箱,种子,seeds,1
萌新天堂,2023-07-15 14:10,QuQ,KU_pGN8ReCW,冰箱,毛茸茸的种子,potato_seeds,1
萌新天堂,2023-07-15 14:12,Ns,KU_3xJ72NY-,箱子,空浇水壶,wateringcan,-1
萌新天堂,2023-07-15 14:13,QuQ,KU_pGN8ReCW,冰箱,花瓣,petals,7
萌新天堂,2023-07-15 14:13,1497,KU_kTIVBOUI,箱子,蜂王冠,hivehat,1
萌新天堂,2023-07-15 14:13,1497,KU_kTIVBOUI,箱子,铥矿皇冠,ruinshat,1
萌新天堂,2023-07-15 14:14,1497,KU_kTIVBOUI,盐盒,腐烂物,spoiled_food,-11
萌新天堂,2023-07-15 14:14,1497,KU_kTIVBOUI,盐盒,腐烂物,spoiled_food,-17
萌新天堂,2023-07-15 14:14,1497,KU_kTIVBOUI,盐盒,腐烂物,spoiled_food,-2
