世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-07-12 08:06,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,金块,goldnugget,-1
萌新天堂,2023-07-12 08:07,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,针线包,sewing_kit,-1
萌新天堂,2023-07-12 08:07,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,针线包,sewing_kit,1
萌新天堂,2023-07-12 08:07,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,针线包,sewing_kit,-1
萌新天堂,2023-07-12 08:10,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,石头,rocks,-37
萌新天堂,2023-07-12 08:10,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,鹅卵石,slingshotammo_rock,10
萌新天堂,2023-07-12 08:10,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,石头,rocks,36
萌新天堂,2023-07-12 08:10,Red_Gaga,KU_dNpFm5Ey,箱子,石果,rock_avocado_fruit,40
萌新天堂,2023-07-12 08:11,Red_Gaga,KU_dNpFm5Ey,龙鳞宝箱,鹅卵石,slingshotammo_rock,-10
萌新天堂,2023-07-12 10:32,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,-5
萌新天堂,2023-07-12 10:32,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,蜂王浆,royal_jelly,12
萌新天堂,2023-07-12 10:32,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,蜂王浆,royal_jelly,-12
萌新天堂,2023-07-12 10:32,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,-40
萌新天堂,2023-07-12 10:33,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,27
萌新天堂,2023-07-12 10:33,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,蜂王浆,royal_jelly,7
萌新天堂,2023-07-12 10:33,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,蜂王浆,royal_jelly,-7
萌新天堂,2023-07-12 10:33,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,蜂王浆,royal_jelly,6
萌新天堂,2023-07-12 10:33,阿飞瑜伽会所afei,KU_WRv6AaCx,冰箱,冰,ice,-27
