世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-06-17 09:17,Ns,KU_3xJ72NY-,箱子,黄金鹤嘴锄,goldenpickaxe,1
萌新天堂,2023-06-17 09:17,Ns,KU_3xJ72NY-,箱子,黄金铲子,goldenshovel,1
萌新天堂,2023-06-17 11:22,洗碗工必忘我,KU_DfIX63bL,冰箱,暖石,heatrock,1
萌新天堂,2023-06-17 11:30,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
萌新天堂,2023-06-17 11:30,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,-1
萌新天堂,2023-06-17 11:30,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
萌新天堂,2023-06-17 11:41,洗碗工必忘我,KU_DfIX63bL,冰箱,腐烂物,spoiled_food,-14
萌新天堂,2023-06-17 11:41,洗碗工必忘我,KU_DfIX63bL,冰箱,腐烂物,spoiled_food,-40
萌新天堂,2023-06-17 11:41,洗碗工必忘我,KU_DfIX63bL,冰箱,腐烂物,spoiled_food,-1
萌新天堂,2023-06-17 12:47,洗碗工必忘我,KU_DfIX63bL,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 12:47,洗碗工必忘我,KU_DfIX63bL,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 19:51,无无明明,KU_3NiPQyv9,箱子,石头,rocks,11
萌新天堂,2023-06-17 19:52,守望屁股,KU_wwUugdqX,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-17 19:54,守望屁股,KU_wwUugdqX,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-06-17 19:54,守望屁股,KU_wwUugdqX,箱子,羽毛笔,featherpencil,-1
萌新天堂,2023-06-17 19:54,守望屁股,KU_wwUugdqX,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 19:54,守望屁股,KU_wwUugdqX,箱子,猪皮,pigskin,3
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,猪皮,pigskin,3
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,猪皮,pigskin,-3
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,猪皮,pigskin,3
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,石头,rocks,-11
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,石头,rocks,11
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-06-17 19:54,无无明明,KU_3NiPQyv9,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-06-17 19:55,幻滅,KU_P2T7Pk5O,箱子,羽毛笔,featherpencil,8
萌新天堂,2023-06-17 19:55,幻滅,KU_P2T7Pk5O,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 19:55,幻滅,KU_P2T7Pk5O,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 19:55,幻滅,KU_P2T7Pk5O,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 19:56,守望屁股,KU_wwUugdqX,箱子,地图卷轴,mapscroll,-1
萌新天堂,2023-06-17 19:57,守望屁股,KU_wwUugdqX,冰箱,怪物肉干,monstermeat_dried,6
萌新天堂,2023-06-17 20:55,OKAZAKA,KU_hlVT9Ymw,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 20:55,OKAZAKA,KU_hlVT9Ymw,箱子,莎草纸,papyrus,-1
萌新天堂,2023-06-17 20:55,OKAZAKA,KU_hlVT9Ymw,箱子,莎草纸,papyrus,1
萌新天堂,2023-06-17 22:35,无无明明,KU_3NiPQyv9,箱子,木头,log,20
萌新天堂,2023-06-17 22:35,无无明明,KU_3NiPQyv9,箱子,木头,log,6
萌新天堂,2023-06-17 22:35,无无明明,KU_3NiPQyv9,箱子,树枝,twigs,-28
萌新天堂,2023-06-17 22:35,无无明明,KU_3NiPQyv9,箱子,木头,log,6
萌新天堂,2023-06-17 22:35,无无明明,KU_3NiPQyv9,箱子,木头,log,6
萌新天堂,2023-06-17 22:55,幻滅,KU_P2T7Pk5O,箱子,莎草纸,papyrus,-1
萌新天堂,2023-06-17 22:55,幻滅,KU_P2T7Pk5O,箱子,地图卷轴,mapscroll,1
萌新天堂,2023-06-17 22:56,幻滅,KU_P2T7Pk5O,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-17 23:43,Kenvis、,KU_iC59_zgl,箱子,燧石,flint,-1
萌新天堂,2023-06-17 23:43,Kenvis、,KU_iC59_zgl,箱子,骨头碎片,boneshard,-4
萌新地洞,2023-06-17 02:00,a1314,KU_cuIT1e8U,箱子,锤子,hammer,-1
萌新地洞,2023-06-17 02:00,a1314,KU_cuIT1e8U,箱子,锤子,hammer,1
萌新地洞,2023-06-17 02:09,a1314,KU_cuIT1e8U,箱子,锤子,hammer,-1
萌新地洞,2023-06-17 02:09,a1314,KU_cuIT1e8U,箱子,锤子,hammer,1
萌新地洞,2023-06-17 13:13,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
