世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2021-03-16 00:01,chuangstrive,KU_DfIX649P,龙鳞宝箱,兔绒,manrabbit_tail,-2
萌新天堂,2021-03-16 00:02,Dark,KU_CTuIfxP5,盐盒,鸟蛋,bird_egg,10
萌新天堂,2021-03-16 00:02,Dark,KU_CTuIfxP5,盐盒,大蒜,garlic,-12
萌新天堂,2021-03-16 00:02,Dark,KU_CTuIfxP5,盐盒,大蒜,garlic,10
萌新天堂,2021-03-16 00:03,Dark,KU_CTuIfxP5,龙鳞宝箱,暖石,heatrock,-1
萌新天堂,2021-03-16 00:03,Dark,KU_CTuIfxP5,龙鳞宝箱,暖石,heatrock,-1
萌新天堂,2021-03-16 00:03,Dark,KU_CTuIfxP5,龙鳞宝箱,暖石,heatrock,1
萌新天堂,2021-03-16 00:03,Dark,KU_CTuIfxP5,龙鳞宝箱,暖石,heatrock,-1
萌新天堂,2021-03-16 00:03,Dark,KU_CTuIfxP5,龙鳞宝箱,暖石,heatrock,1
萌新天堂,2021-03-16 00:07,兔子先生wsx,KU_j_aPg6AC,盐盒,鸟蛋,bird_egg,-10
萌新天堂,2021-03-16 00:07,兔子先生wsx,KU_j_aPg6AC,盐盒,鸟蛋,bird_egg,8
萌新天堂,2021-03-16 00:07,兔子先生wsx,KU_j_aPg6AC,盐盒,怪物肉,monstermeat,-2
萌新天堂,2021-03-16 00:08,兔子先生wsx,KU_j_aPg6AC,盐盒,成熟石果,rock_avocado_fruit_ripe,3
萌新天堂,2021-03-16 00:08,兔子先生wsx,KU_j_aPg6AC,箱子,粪肥,poop,2
萌新天堂,2021-03-16 00:08,1030870428,KU_UQsKYf4F,盐盒,鸟蛋,bird_egg,40
萌新天堂,2021-03-16 00:09,1030870428,KU_UQsKYf4F,龙鳞宝箱,冬帽,winterhat,-1
萌新天堂,2021-03-16 00:09,1030870428,KU_UQsKYf4F,龙鳞宝箱,暖石,heatrock,1
萌新天堂,2021-03-16 00:09,1030870428,KU_UQsKYf4F,龙鳞宝箱,暖石,heatrock,-1
萌新天堂,2021-03-16 00:11,chuangstrive,KU_DfIX649P,冰箱,成熟石果,rock_avocado_fruit_ripe,-7
萌新天堂,2021-03-16 00:11,chuangstrive,KU_DfIX649P,冰箱,成熟石果,rock_avocado_fruit_ripe,3
萌新天堂,2021-03-16 00:15,chuangstrive,KU_DfIX649P,冰箱,蜜汁火腿,honeyham,-1
萌新天堂,2021-03-16 00:15,chuangstrive,KU_DfIX649P,冰箱,蛙腿三明治,frogglebunwich,-3
萌新天堂,2021-03-16 00:18,1030870428,KU_UQsKYf4F,盐盒,鸟蛋,bird_egg,-40
萌新天堂,2021-03-16 00:18,1030870428,KU_UQsKYf4F,盐盒,鸟蛋,bird_egg,39
萌新天堂,2021-03-16 00:19,1030870428,KU_UQsKYf4F,盐盒,怪物肉,monstermeat,-4
萌新天堂,2021-03-16 00:19,1030870428,KU_UQsKYf4F,盐盒,怪物肉,monstermeat,3
萌新天堂,2021-03-16 00:19,1030870428,KU_UQsKYf4F,盐盒,成熟石果,rock_avocado_fruit_ripe,-3
萌新天堂,2021-03-16 00:19,1030870428,KU_UQsKYf4F,盐盒,成熟石果,rock_avocado_fruit_ripe,1
萌新天堂,2021-03-16 00:19,兔子先生wsx,KU_j_aPg6AC,盐盒,怪物肉,monstermeat,2
萌新天堂,2021-03-16 00:19,兔子先生wsx,KU_j_aPg6AC,盐盒,怪物肉,monstermeat,-2
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,怪物肉,monstermeat,1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,鸟蛋,bird_egg,-8
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,鸟蛋,bird_egg,7
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,成熟石果,rock_avocado_fruit_ripe,-1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,成熟石果,rock_avocado_fruit_ripe,1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,鸟蛋,bird_egg,1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,成熟石果,rock_avocado_fruit_ripe,-1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,成熟石果,rock_avocado_fruit_ripe,1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,怪物肉,monstermeat,-1
萌新天堂,2021-03-16 00:20,兔子先生wsx,KU_j_aPg6AC,盐盒,成熟石果,rock_avocado_fruit_ripe,-1
萌新天堂,2021-03-16 00:21,chuangstrive,KU_DfIX649P,箱子,蜂王冠,hivehat,-1
萌新天堂,2021-03-16 00:21,1030870428,KU_UQsKYf4F,冰箱,成熟石果,rock_avocado_fruit_ripe,-3
萌新天堂,2021-03-16 00:21,chuangstrive,KU_DfIX649P,箱子,蜂王冠,hivehat,1
萌新天堂,2021-03-16 00:21,1030870428,KU_UQsKYf4F,盐盒,怪物肉,monstermeat,-3
萌新天堂,2021-03-16 00:21,1030870428,KU_UQsKYf4F,盐盒,怪物肉,monstermeat,1
萌新天堂,2021-03-16 00:21,1030870428,KU_UQsKYf4F,盐盒,鸟蛋,bird_egg,-39
萌新天堂,2021-03-16 00:21,1030870428,KU_UQsKYf4F,盐盒,鸟蛋,bird_egg,37
萌新天堂,2021-03-16 00:22,chuangstrive,KU_DfIX649P,箱子,树枝,twigs,-21
萌新天堂,2021-03-16 00:25,Icarus,KU_wGWouMfW,冰箱,小鱼块,fishmeat_small,-1
萌新天堂,2021-03-16 00:25,Icarus,KU_wGWouMfW,冰箱,蕨叶,foliage,-3
萌新天堂,2021-03-16 00:25,Icarus,KU_wGWouMfW,冰箱,蕨叶,foliage,3
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木头,log,-16
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木头,log,16
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木头,log,-16
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木头,log,16
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,硝石,nitre,-16
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,硝石,nitre,16
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,冰箱,种子,seeds,2
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,箱子,长矛,spear,-1
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,箱子,橄榄球头盔,footballhat,-1
萌新天堂,2021-03-16 00:26,Necromancer,KU_dwt6daOQ,冰箱,冰,ice,-32
萌新天堂,2021-03-16 00:26,Necromancer,KU_dwt6daOQ,冰箱,冰,ice,29
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木炭,charcoal,3
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木炭,charcoal,-3
萌新天堂,2021-03-16 00:26,Icarus,KU_wGWouMfW,龙鳞宝箱,木炭,charcoal,3
萌新天堂,2021-03-16 00:26,Necromancer,KU_dwt6daOQ,冰箱,烤大肉,cookedmeat,2
萌新天堂,2021-03-16 00:26,Necromancer,KU_dwt6daOQ,冰箱,冰,ice,-29
萌新天堂,2021-03-16 00:26,Necromancer,KU_dwt6daOQ,冰箱,冰,ice,26
萌新天堂,2021-03-16 00:27,Necromancer,KU_dwt6daOQ,冰箱,烤大肉,cookedmeat,-2
萌新天堂,2021-03-16 00:27,Necromancer,KU_dwt6daOQ,盐盒,鸟蛋,bird_egg,-37
萌新天堂,2021-03-16 00:27,Necromancer,KU_dwt6daOQ,盐盒,鸟蛋,bird_egg,31
萌新天堂,2021-03-16 00:27,Icarus,KU_wGWouMfW,箱子,带孔月岩,moonrockcrater,-1
萌新天堂,2021-03-16 00:27,Icarus,KU_wGWouMfW,箱子,带孔月岩,moonrockcrater,1
萌新天堂,2021-03-16 00:27,Icarus,KU_wGWouMfW,箱子,蜘蛛帽,spiderhat,-1
萌新天堂,2021-03-16 00:27,Icarus,KU_wGWouMfW,箱子,蜘蛛帽,spiderhat,1
萌新天堂,2021-03-16 00:27,Icarus,KU_wGWouMfW,箱子,骨头碎片,boneshard,-20
萌新天堂,2021-03-16 00:28,Icarus,KU_wGWouMfW,箱子,骨头碎片,boneshard,16
萌新天堂,2021-03-16 00:28,Icarus,KU_wGWouMfW,箱子,犬牙,houndstooth,-35
萌新天堂,2021-03-16 00:28,Icarus,KU_wGWouMfW,箱子,犬牙,houndstooth,35
萌新天堂,2021-03-16 00:28,Icarus,KU_wGWouMfW,箱子,粪肥,poop,-2
