世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2023-06-25 01:01,littlekaoya,KU_UnXy33wl,冰箱,花瓣,petals,11
萌新天堂,2023-06-25 01:01,littlekaoya,KU_UnXy33wl,冰箱,无花果,fig,2
萌新天堂,2023-06-25 01:01,littlekaoya,KU_UnXy33wl,冰箱,小肉,smallmeat,1
萌新天堂,2023-06-25 01:02,littlekaoya,KU_UnXy33wl,冰箱,胡萝卜,carrot,6
萌新天堂,2023-06-25 01:02,littlekaoya,KU_UnXy33wl,冰箱,花瓣,petals,-11
萌新天堂,2023-06-25 01:03,littlekaoya,KU_UnXy33wl,冰箱,胡萝卜,carrot,-1
萌新天堂,2023-06-25 02:10,优,KU_4KZrzPv7,龙鳞宝箱,钟表匠工具,pocketwatch_dismantler,-1
萌新天堂,2023-06-25 02:13,优,KU_4KZrzPv7,箱子,燧石,flint,-2
萌新天堂,2023-06-25 08:58,大大怪将军,KU_YCw2E_vQ,冰箱,冰,ice,-5
萌新天堂,2023-06-25 08:58,大大怪将军,KU_YCw2E_vQ,冰箱,冰,ice,5
萌新天堂,2023-06-25 09:09,OuO,KU_pGN8ReCW,冰箱,暖石,heatrock,1
萌新天堂,2023-06-25 09:19,OuO,KU_pGN8ReCW,箱子,高脚鸟蛋,tallbirdegg,1
萌新天堂,2023-06-25 11:43,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
萌新天堂,2023-06-25 11:43,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
萌新天堂,2023-06-25 11:43,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,-1
萌新天堂,2023-06-25 12:26,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,-1
萌新天堂,2023-06-25 12:26,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
萌新天堂,2023-06-25 12:31,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,1
萌新天堂,2023-06-25 12:31,Ns,KU_3xJ72NY-,冰箱,暖石,heatrock,-1
萌新天堂,2023-06-25 13:33,幻滅,KU_P2T7Pk5O,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-25 13:33,幻滅,KU_P2T7Pk5O,菌伞灯,启迪碎片,alterguardianhatshard,1
萌新天堂,2023-06-25 14:21,幻滅,KU_P2T7Pk5O,箱子,清洁扫把,reskin_tool,1
萌新天堂,2023-06-25 14:43,Ns,KU_3xJ72NY-,箱子,清洁扫把,reskin_tool,-1
萌新天堂,2023-06-25 14:44,Ns,KU_3xJ72NY-,箱子,清洁扫把,reskin_tool,1
萌新天堂,2023-06-25 15:07,........,KU_iJIpcR0O,箱子,清洁扫把,reskin_tool,-1
萌新天堂,2023-06-25 15:08,小狗屎,KU_cuIT1v8p,冰箱,腐烂物,spoiled_food,-1
萌新天堂,2023-06-25 15:09,小狗屎,KU_cuIT1v8p,冰箱,腐烂物,spoiled_food,-1
萌新天堂,2023-06-25 15:09,小狗屎,KU_cuIT1v8p,冰箱,种子,seeds,6
萌新天堂,2023-06-25 15:09,小狗屎,KU_cuIT1v8p,冰箱,培根煎蛋,baconeggs,5
萌新天堂,2023-06-25 15:09,小狗屎,KU_cuIT1v8p,冰箱,熟蛙腿,froglegs_cooked,40
萌新天堂,2023-06-25 15:09,小狗屎,KU_cuIT1v8p,冰箱,熟蛙腿,froglegs_cooked,-40
